"Countries, territories and areas; Year,""Maternal mortality ratio (per 100 000 live births)"",""Number of maternal deaths"""
"Bahrain; 2004,""22 [18-26]"",""4 [3-4]"""
"Bahrain; 2003,""25 [21-31]"",""4 [3-5]"""
"Bahrain; 2002,""25 [21-31]"",""4 [3-5]"""
"Bahrain; 2001,""23 [19-28]"",""3 [3-4]"""
"Bahrain; 2000,""24 [20-30]"",""4 [3-4]"""
"Bahrain; 1999,""27 [22-33]"",""4 [3-5]"""
"Bahrain; 1998,""27 [22-34]"",""4 [3-5]"""
"Bahrain; 1997,""28 [22-35]"",""4 [3-5]"""
"Bahrain; 1996,""28 [22-35]"",""4 [3-5]"""
"Bahrain; 1995,""30 [24-38]"",""4 [3-5]"""
"Bahrain; 1994,""32 [25-41]"",""5 [4-6]"""
"Bahrain; 1993,""32 [25-41]"",""5 [4-6]"""
"Bahrain; 1992,""35 [27-44]"",""5 [4-6]"""
"Bahrain; 1991,""36 [27-46]"",""5 [4-6]"""
"Bahrain; 1990,""36 [27-46]"",""5 [4-6]"""
"Bahrain; 1989,""35 [26-45]"",""5 [4-6]"""
"Bahrain; 1988,""36 [26-47]"",""5 [4-7]"""
"Bahrain; 1987,""40 [28-52]"",""5 [4-7]"""
"Bahrain; 1986,""38 [27-51]"",""5 [4-7]"""
"Bahrain; 1985,""37 [26-49]"",""5 [3-6]"""
"Bangladesh; 2020,""123 [89-174]"",""3 719 [2 678-5 258]"""
"Bangladesh; 2019,""157 [115-219]"",""4 779 [3 486-6 647]"""
"Bangladesh; 2018,""172 [128-236]"",""5 207 [3 874-7 138]"""
"Bangladesh; 2017,""183 [137-249]"",""5 491 [4 106-7 442]"""
"Bangladesh; 2016,""196 [147-263]"",""5 957 [4 479-7 976]"""
"Bangladesh; 2015,""212 [161-280]"",""6 404 [4 869-8 479]"""
"Bangladesh; 2014,""219 [168-287]"",""6 678 [5 135-8 736]"""
"Bangladesh; 2013,""219 [169-282]"",""6 707 [5 185-8 661]"""
"Bangladesh; 2012,""237 [184-304]"",""7 248 [5 622-9 296]"""
"Bangladesh; 2011,""301 [234-387]"",""9 319 [7 242-11 973]"""
"Bangladesh; 2010,""301 [236-386]"",""9 557 [7 493-12 253]"""
"Bangladesh; 2009,""338 [265-432]"",""11 066 [8 687-14 158]"""
"Bangladesh; 2008,""368 [289-471]"",""12 433 [9 763-15 932]"""
"Bangladesh; 2007,""377 [296-482]"",""13 070 [10 270-16 701]"""
"Bangladesh; 2006,""353 [275-453]"",""12 441 [9 710-15 980]"""
"Bangladesh; 2005,""376 [292-482]"",""13 542 [10 532-17 375]"""
"Bangladesh; 2004,""372 [289-478]"",""13 742 [10 691-17 672]"""
"Bangladesh; 2003,""404 [311-520]"",""15 076 [11 624-19 413]"""
"Bangladesh; 2002,""414 [319-534]"",""15 546 [11 974-20 083]"""
"Bangladesh; 2001,""437 [336-565]"",""16 411 [12 630-21 231]"""
"Bangladesh; 2000,""441 [340-571]"",""16 531 [12 752-21 383]"""
"Bangladesh; 1999,""454 [351-587]"",""16 902 [13 071-21 856]"""
"Bangladesh; 1998,""522 [401-676]"",""19 365 [14 892-25 072]"""
"Bangladesh; 1997,""625 [481-813]"",""23 079 [17 770-30 012]"""
"Bangladesh; 1996,""768 [588-1 004]"",""27 612 [21 156-36 098]"""
"Bangladesh; 1995,""758 [574-992]"",""27 243 [20 636-35 631]"""
"Bangladesh; 1994,""771 [577-1 009]"",""27 978 [20 930-36 594]"""
"Bangladesh; 1993,""796 [590-1 050]"",""28 487 [21 102-37 596]"""
"Bangladesh; 1992,""809 [594-1 069]"",""29 141 [21 391-38 539]"""
"Bangladesh; 1991,""911 [607-1 331]"",""33 351 [22 228-48 725]"""
"Bangladesh; 1990,""906 [651-1 220]"",""33 992 [24 421-45 750]"""
"Bangladesh; 1989,""948 [673-1 288]"",""36 050 [25 572-48 942]"""
"Bangladesh; 1988,""919 [644-1 265]"",""34 944 [24 478-48 090]"""
"Bangladesh; 1987,""866 [599-1 205]"",""33 428 [23 091-46 470]"""
"Bangladesh; 1986,""903 [617-1 270]"",""35 025 [23 954-49 282]"""
"Bangladesh; 1985,""907 [610-1 286]"",""35 509 [23 859-50 341]"""
"Barbados; 2020,""39 [22-61]"",""1 [1-2]"""
"Barbados; 2019,""47 [26-71]"",""1 [1-2]"""
"Barbados; 2018,""47 [27-71]"",""1 [1-2]"""
"Barbados; 2017,""47 [27-70]"",""1 [1-2]"""
"Barbados; 2016,""48 [28-70]"",""1 [1-2]"""
"Barbados; 2015,""49 [29-71]"",""1 [1-2]"""
"Barbados; 2014,""49 [30-71]"",""1 [1-2]"""
"Barbados; 2013,""51 [32-73]"",""2 [1-2]"""
"Barbados; 2012,""52 [34-74]"",""2 [1-2]"""
"Barbados; 2011,""53 [34-74]"",""2 [1-2]"""
"Barbados; 2010,""53 [35-74]"",""2 [1-2]"""
"Barbados; 2009,""53 [35-72]"",""2 [1-2]"""
"Barbados; 2008,""54 [37-74]"",""2 [1-2]"""
"Barbados; 2007,""40 [27-54]"",""2 [1-2]"""
"Barbados; 2006,""42 [29-57]"",""2 [1-2]"""
"Barbados; 2005,""43 [30-57]"",""2 [1-2]"""
"Barbados; 2004,""43 [31-56]"",""2 [1-2]"""
"Barbados; 2003,""45 [32-59]"",""2 [1-2]"""
"Barbados; 2002,""47 [34-61]"",""2 [1-2]"""
"Barbados; 2001,""49 [35-64]"",""2 [1-3]"""
"Barbados; 2000,""48 [35-63]"",""2 [1-3]"""
"Barbados; 1999,""46 [34-60]"",""2 [1-2]"""
"Barbados; 1998,""48 [35-62]"",""2 [1-2]"""
"Barbados; 1997,""49 [37-64]"",""2 [1-3]"""
"Barbados; 1996,""48 [36-63]"",""2 [1-3]"""
"Barbados; 1995,""48 [36-62]"",""2 [1-2]"""
"Barbados; 1994,""48 [37-62]"",""2 [1-2]"""
"Barbados; 1993,""49 [37-63]"",""2 [1-3]"""
"Barbados; 1992,""59 [45-77]"",""2 [2-3]"""
"Barbados; 1991,""57 [44-75]"",""2 [2-3]"""
"Barbados; 1990,""56 [42-74]"",""2 [2-3]"""
"Barbados; 1989,""53 [40-71]"",""2 [2-3]"""
"Barbados; 1988,""50 [38-68]"",""2 [2-3]"""
"Barbados; 1987,""50 [38-69]"",""2 [2-3]"""
"Barbados; 1986,""49 [36-68]"",""2 [1-3]"""
"Barbados; 1985,""53 [39-74]"",""2 [2-3]"""
"Belarus; 2020,""1 [1-2]"",""1 [1-2]"""
"Belarus; 2019,""1 [1-1]"",""1 [1-1]"""
"Belarus; 2018,""1 [1-2]"",""1 [1-1]"""
"Belarus; 2017,""1 [1-2]"",""1 [1-2]"""
"Belarus; 2016,""1 [1-2]"",""1 [1-2]"""
"Belarus; 2015,""1 [1-2]"",""2 [1-2]"""
"Belarus; 2014,""1 [1-2]"",""2 [1-2]"""
"Belarus; 2013,""2 [1-2]"",""2 [1-3]"""
"Belarus; 2012,""2 [1-3]"",""2 [2-3]"""
"Belarus; 2011,""3 [2-3]"",""3 [2-4]"""
"Belarus; 2010,""3 [2-4]"",""3 [2-4]"""
"Belarus; 2009,""3 [2-4]"",""4 [3-5]"""
"Belarus; 2008,""4 [3-6]"",""5 [4-6]"""
"Belarus; 2007,""6 [4-7]"",""6 [5-8]"""
"Belarus; 2006,""8 [6-10]"",""8 [6-10]"""
"Belarus; 2005,""11 [8-14]"",""10 [8-13]"""
"Belarus; 2004,""11 [8-14]"",""10 [8-13]"""
"Belarus; 2003,""14 [11-17]"",""13 [10-16]"""
"Belarus; 2002,""17 [13-21]"",""16 [13-19]"""
"Belarus; 2001,""23 [19-28]"",""22 [18-28]"""
"Belarus; 2000,""24 [20-30]"",""24 [20-29]"""
"Belarus; 1999,""29 [24-35]"",""29 [24-35]"""
"Belarus; 1998,""32 [26-38]"",""31 [25-37]"""
"Belarus; 1997,""28 [23-34]"",""26 [22-32]"""
"Belarus; 1996,""34 [28-41]"",""34 [29-41]"""
"Belarus; 1995,""34 [28-40]"",""36 [30-43]"""
"Belarus; 1994,""31 [26-37]"",""36 [30-43]"""
"Belarus; 1993,""40 [33-48]"",""49 [41-59]"""
"Belarus; 1992,""36 [30-43]"",""48 [40-57]"""
"Belarus; 1991,""34 [29-41]"",""47 [39-56]"""
"Belarus; 1990,""38 [32-46]"",""56 [47-68]"""
"Belarus; 1989,""38 [32-46]"",""60 [50-73]"""
"Belarus; 1988,""40 [33-48]"",""67 [55-81]"""
"Belarus; 1987,""41 [33-52]"",""70 [56-87]"""
"Belarus; 1986,""40 [31-52]"",""72 [56-93]"""
"Belarus; 1985,""42 [32-57]"",""72 [54-97]"""
"Belgium; 2020,""5 [4-6]"",""5 [4-7]"""
"Belgium; 2019,""5 [4-6]"",""5 [4-7]"""
"Belgium; 2018,""5 [4-6]"",""6 [5-7]"""
"Belgium; 2017,""5 [4-6]"",""6 [5-7]"""
"Belgium; 2016,""5 [4-6]"",""6 [5-7]"""
"Belgium; 2015,""5 [4-6]"",""6 [5-8]"""
"Belgium; 2014,""5 [4-6]"",""6 [5-8]"""
"Belgium; 2013,""6 [5-7]"",""7 [6-8]"""
"Belgium; 2012,""5 [4-6]"",""7 [6-8]"""
"Belgium; 2011,""6 [5-7]"",""7 [6-9]"""
"Belgium; 2010,""6 [5-7]"",""8 [6-9]"""
"Belgium; 2009,""6 [5-7]"",""8 [7-9]"""
"Belgium; 2008,""6 [5-7]"",""8 [7-9]"""
"Belgium; 2007,""7 [6-8]"",""8 [7-10]"""
"Belgium; 2006,""6 [5-8]"",""8 [7-9]"""
"Belgium; 2005,""7 [6-8]"",""8 [7-10]"""
"Belgium; 2004,""7 [6-8]"",""8 [7-10]"""
"Belgium; 2003,""7 [6-9]"",""8 [7-10]"""
"Belgium; 2002,""8 [7-9]"",""9 [8-10]"""
"Belgium; 2001,""8 [7-10]"",""9 [8-11]"""
"Belgium; 2000,""8 [7-10]"",""10 [8-11]"""
"Belgium; 1999,""8 [7-10]"",""9 [8-11]"""
"Belgium; 1998,""9 [7-10]"",""10 [8-12]"""
"Belgium; 1997,""9 [7-10]"",""10 [8-12]"""
"Belgium; 1996,""9 [8-10]"",""10 [9-12]"""
"Belgium; 1995,""9 [8-10]"",""10 [9-12]"""
"Belgium; 1994,""9 [7-10]"",""10 [9-12]"""
"Belgium; 1993,""8 [7-9]"",""10 [8-11]"""
"Belgium; 1992,""8 [7-9]"",""10 [8-11]"""
"Belgium; 1991,""8 [6-9]"",""10 [8-11]"""
"Belgium; 1990,""8 [7-9]"",""10 [8-11]"""
"Belgium; 1989,""8 [6-9]"",""9 [8-11]"""
"Belgium; 1988,""8 [6-9]"",""9 [8-11]"""
"Belgium; 1987,""8 [6-10]"",""10 [8-11]"""
"Belgium; 1986,""8 [6-10]"",""10 [7-12]"""
"Belgium; 1985,""9 [6-10]"",""10 [7-12]"""
"Belize; 2020,""130 [105-161]"",""9 [7-11]"""
"Belize; 2019,""86 [71-103]"",""6 [5-7]"""
"Belize; 2018,""78 [67-92]"",""6 [5-7]"""
"Belize; 2017,""72 [62-84]"",""6 [5-7]"""
"Belize; 2016,""59 [51-69]"",""5 [4-5]"""
"Belize; 2015,""49 [43-57]"",""4 [3-5]"""
"Belize; 2014,""38 [33-44]"",""3 [3-4]"""
"Belize; 2013,""32 [28-36]"",""3 [2-3]"""
"Belize; 2012,""28 [25-32]"",""2 [2-3]"""
"Belize; 2011,""33 [29-38]"",""2 [2-3]"""
"Belize; 2010,""33 [28-37]"",""2 [2-3]"""
"Belize; 2009,""39 [34-45]"",""3 [2-3]"""
"Belize; 2008,""46 [40-52]"",""3 [3-4]"""
"Belize; 2007,""56 [49-64]"",""4 [3-4]"""
"Belize; 2006,""64 [56-74]"",""5 [4-5]"""
"Belize; 2005,""72 [63-82]"",""5 [4-6]"""
"Belize; 2004,""80 [69-91]"",""6 [5-6]"""
"Belize; 2003,""78 [68-89]"",""5 [5-6]"""
"Belize; 2002,""76 [66-88]"",""5 [5-6]"""
"Belize; 2001,""86 [74-100]"",""6 [5-7]"""
"Belize; 2000,""86 [73-102]"",""6 [5-7]"""
"Belize; 1999,""89 [74-108]"",""6 [5-8]"""
"Belize; 1998,""93 [75-115]"",""7 [5-8]"""
"Belize; 1997,""86 [68-108]"",""6 [5-8]"""
"Belize; 1996,""77 [60-100]"",""5 [4-7]"""
"Belize; 1995,""81 [62-106]"",""6 [4-7]"""
"Belize; 1994,""89 [67-118]"",""5 [4-7]"""
"Belize; 1993,""86 [64-114]"",""6 [4-8]"""
"Belize; 1992,""87 [64-116]"",""6 [4-8]"""
"Belize; 1991,""87 [64-118]"",""6 [4-8]"""
"Belize; 1990,""82 [60-113]"",""6 [4-8]"""
"Belize; 1989,""83 [60-117]"",""6 [4-8]"""
"Belize; 1988,""97 [67-139]"",""6 [4-8]"""
"Belize; 1987,""100 [67-148]"",""6 [4-9]"""
"Belize; 1986,""105 [68-159]"",""6 [4-10]"""
"Belize; 1985,""114 [71-182]"",""7 [4-11]"""
"Benin; 2020,""523 [397-768]"",""2 451 [1 864-3 601]"""
"Benin; 2019,""522 [401-745]"",""2 416 [1 857-3 450]"""
"Benin; 2018,""542 [420-748]"",""2 474 [1 915-3 411]"""
"Benin; 2017,""569 [447-765]"",""2 555 [2 008-3 434]"""
"Benin; 2016,""590 [469-773]"",""2 585 [2 052-3 385]"""
"Benin; 2015,""591 [474-758]"",""2 523 [2 025-3 235]"""
"Benin; 2014,""612 [495-774]"",""2 544 [2 058-3 222]"""
"Benin; 2013,""608 [494-764]"",""2 456 [1 997-3 086]"""
"Benin; 2012,""625 [512-778]"",""2 449 [2 008-3 049]"""
"Benin; 2011,""615 [505-762]"",""2 345 [1 925-2 902]"""
"Benin; 2010,""598 [494-742]"",""2 225 [1 836-2 759]"""
"Benin; 2009,""584 [480-719]"",""2 125 [1 747-2 616]"""
"Benin; 2008,""504 [416-621]"",""1 789 [1 477-2 204]"""
"Benin; 2007,""488 [400-600]"",""1 709 [1 399-2 101]"""
"Benin; 2006,""503 [414-620]"",""1 730 [1 424-2 133]"""
"Benin; 2005,""509 [419-625]"",""1 696 [1 396-2 082]"""
"Benin; 2004,""520 [428-639]"",""1 690 [1 391-2 077]"""
"Benin; 2003,""505 [414-621]"",""1 600 [1 311-1 969]"""
"Benin; 2002,""505 [415-619]"",""1 551 [1 273-1 900]"""
"Benin; 2001,""483 [395-590]"",""1 440 [1 178-1 760]"""
"Benin; 2000,""469 [383-573]"",""1 370 [1 118-1 673]"""
"Benin; 1999,""483 [395-591]"",""1 386 [1 134-1 696]"""
"Benin; 1998,""493 [403-603]"",""1 381 [1 129-1 688]"""
"Benin; 1997,""508 [417-621]"",""1 397 [1 148-1 709]"""
"Benin; 1996,""527 [434-644]"",""1 424 [1 171-1 739]"""
"Benin; 1995,""543 [443-661]"",""1 450 [1 183-1 765]"""
"Benin; 1994,""536 [436-652]"",""1 446 [1 177-1 760]"""
"Benin; 1993,""537 [434-653]"",""1 347 [1 090-1 639]"""
"Benin; 1992,""538 [433-660]"",""1 312 [1 056-1 611]"""
"Benin; 1991,""550 [437-677]"",""1 314 [1 045-1 618]"""
"Benin; 1990,""563 [443-704]"",""1 312 [1 033-1 640]"""
"Benin; 1989,""592 [454-749]"",""1 344 [1 031-1 699]"""
"Benin; 1988,""634 [476-809]"",""1 413 [1 061-1 805]"""
"Benin; 1987,""652 [476-845]"",""1 415 [1 033-1 834]"""
"Benin; 1986,""682 [486-896]"",""1 438 [1 025-1 891]"""
"Benin; 1985,""719 [496-958]"",""1 480 [1 022-1 974]"""
"Bhutan; 2020,""60 [40-82]"",""6 [4-8]"""
"Bhutan; 2019,""62 [42-83]"",""6 [4-8]"""
"Bhutan; 2018,""57 [40-76]"",""6 [4-8]"""
"Bhutan; 2017,""68 [49-90]"",""8 [5-10]"""
"Bhutan; 2016,""66 [49-87]"",""8 [6-10]"""
"Bhutan; 2015,""74 [55-95]"",""10 [7-12]"""
"Bhutan; 2014,""78 [59-100]"",""10 [8-13]"""
"Bhutan; 2013,""84 [65-107]"",""11 [8-14]"""
"Bhutan; 2012,""92 [72-118]"",""12 [9-15]"""
"Bhutan; 2011,""94 [74-121]"",""13 [10-17]"""
"Bhutan; 2010,""117 [92-150]"",""16 [13-21]"""
"Bhutan; 2009,""129 [103-166]"",""18 [14-23]"""
"Bhutan; 2008,""141 [112-179]"",""20 [16-25]"""
"Bhutan; 2007,""153 [122-195]"",""21 [17-27]"""
"Bhutan; 2006,""183 [146-232]"",""26 [21-32]"""
"Bhutan; 2005,""186 [149-235]"",""28 [22-35]"""
"Bhutan; 2004,""197 [158-248]"",""29 [24-37]"""
"Bhutan; 2003,""222 [178-279]"",""31 [25-39]"""
"Bhutan; 2002,""256 [206-321]"",""36 [29-45]"""
"Bhutan; 2001,""257 [207-321]"",""39 [31-48]"""
"Bhutan; 2000,""305 [246-379]"",""46 [37-57]"""
"Bhutan; 1999,""342 [275-424]"",""51 [41-64]"""
"Bhutan; 1998,""339 [273-420]"",""54 [44-67]"""
"Bhutan; 1997,""386 [308-475]"",""62 [49-76]"""
"Bhutan; 1996,""407 [324-504]"",""69 [55-86]"""
"Bhutan; 1995,""431 [342-533]"",""73 [58-91]"""
"Bhutan; 1994,""495 [393-612]"",""84 [67-104]"""
"Bhutan; 1993,""498 [396-621]"",""90 [71-112]"""
"Bhutan; 1992,""551 [434-693]"",""110 [87-139]"""
"Bhutan; 1991,""584 [457-746]"",""123 [96-157]"""
"Bhutan; 1990,""604 [469-784]"",""127 [99-165]"""
"Bhutan; 1989,""622 [477-819]"",""131 [100-172]"""
"Bhutan; 1988,""712 [536-957]"",""142 [107-191]"""
"Bhutan; 1987,""747 [553-1 029]"",""149 [111-206]"""
"Bhutan; 1986,""770 [557-1 077]"",""154 [111-215]"""
"Bhutan; 1985,""835 [590-1 189]"",""167 [118-238]"""
"Bolivia; 2020,""161 [103-272]"",""423 [272-715]"""
"Bolivia; 2019,""176 [126-259]"",""462 [333-680]"""
"Bolivia; 2018,""171 [124-249]"",""451 [327-655]"""
"Bolivia; 2017,""164 [121-236]"",""431 [317-622]"""
"Bolivia; 2016,""161 [120-229]"",""423 [314-602]"""
"Bolivia; 2015,""165 [124-231]"",""434 [325-606]"""
"Bolivia; 2014,""163 [124-224]"",""431 [327-590]"""
"Bolivia; 2013,""175 [134-235]"",""461 [355-622]"""
"Bolivia; 2012,""179 [139-237]"",""472 [368-625]"""
"Bolivia; 2011,""178 [141-233]"",""470 [371-616]"""
"Bolivia; 2010,""184 [146-239]"",""484 [384-629]"""
"Bolivia; 2009,""187 [149-241]"",""491 [391-634]"""
"Bolivia; 2008,""211 [169-269]"",""552 [443-705]"""
"Bolivia; 2007,""220 [177-278]"",""576 [464-728]"""
"Bolivia; 2006,""218 [178-275]"",""572 [466-719]"""
"Bolivia; 2005,""230 [188-287]"",""591 [483-738]"""
"Bolivia; 2004,""236 [193-290]"",""603 [494-743]"""
"Bolivia; 2003,""251 [207-308]"",""640 [528-785]"""
"Bolivia; 2002,""253 [210-310]"",""645 [535-790]"""
"Bolivia; 2001,""261 [216-319]"",""663 [550-811]"""
"Bolivia; 2000,""284 [235-348]"",""727 [602-890]"""
"Bolivia; 1999,""286 [237-349]"",""735 [608-898]"""
"Bolivia; 1998,""298 [246-363]"",""761 [627-926]"""
"Bolivia; 1997,""311 [255-380]"",""791 [648-965]"""
"Bolivia; 1996,""341 [278-417]"",""870 [709-1 063]"""
"Bolivia; 1995,""354 [288-432]"",""900 [732-1 096]"""
"Bolivia; 1994,""365 [295-443]"",""931 [753-1 129]"""
"Bolivia; 1993,""379 [307-461]"",""970 [785-1 179]"""
"Bolivia; 1992,""428 [346-522]"",""1 100 [888-1 343]"""
"Bolivia; 1991,""432 [350-529]"",""1 105 [897-1 355]"""
"Bolivia; 1990,""452 [364-555]"",""1 152 [927-1 416]"""
"Bolivia; 1989,""476 [382-589]"",""1 200 [963-1 485]"""
"Bolivia; 1988,""527 [417-659]"",""1 318 [1 041-1 647]"""
"Bolivia; 1987,""549 [429-693]"",""1 361 [1 063-1 717]"""
"Bolivia; 1986,""576 [443-734]"",""1 406 [1 080-1 792]"""
"Bolivia; 1985,""587 [445-755]"",""1 413 [1 072-1 820]"""
"Bosnia_and_Herzegovina; 2020,""6 [4-8]"",""2 [1-2]"""
"Bosnia_and_Herzegovina; 2019,""5 [3-8]"",""2 [1-2]"""
"Bosnia_and_Herzegovina; 2018,""6 [4-8]"",""2 [1-2]"""
"Bosnia_and_Herzegovina; 2017,""6 [4-8]"",""2 [1-3]"""
"Bosnia_and_Herzegovina; 2016,""6 [4-9]"",""2 [1-3]"""
"Bosnia_and_Herzegovina; 2015,""7 [5-10]"",""2 [1-3]"""
"Bosnia_and_Herzegovina; 2014,""8 [5-12]"",""3 [2-4]"""
"Bosnia_and_Herzegovina; 2013,""8 [5-11]"",""2 [2-4]"""
"Bosnia_and_Herzegovina; 2012,""7 [4-10]"",""2 [1-3]"""
"Bosnia_and_Herzegovina; 2011,""8 [5-11]"",""3 [2-4]"""
"Bosnia_and_Herzegovina; 2010,""8 [5-11]"",""3 [2-4]"""
"Bosnia_and_Herzegovina; 2009,""8 [5-11]"",""3 [2-4]"""
"Bosnia_and_Herzegovina; 2008,""8 [5-12]"",""3 [2-4]"""
"Bosnia_and_Herzegovina; 2007,""9 [6-13]"",""4 [2-5]"""
"Bosnia_and_Herzegovina; 2006,""10 [6-14]"",""4 [2-5]"""
"Bosnia_and_Herzegovina; 2005,""11 [7-16]"",""4 [3-6]"""
"Bosnia_and_Herzegovina; 2004,""11 [7-16]"",""5 [3-6]"""
"Bosnia_and_Herzegovina; 2003,""12 [8-17]"",""5 [3-7]"""
"Bosnia_and_Herzegovina; 2002,""15 [10-21]"",""6 [4-9]"""
"Bosnia_and_Herzegovina; 2001,""14 [9-19]"",""6 [4-8]"""
"Bosnia_and_Herzegovina; 2000,""16 [11-21]"",""7 [4-9]"""
"Bosnia_and_Herzegovina; 1999,""15 [10-20]"",""6 [4-9]"""
"Bosnia_and_Herzegovina; 1998,""16 [12-22]"",""8 [6-11]"""
"Bosnia_and_Herzegovina; 1997,""20 [15-27]"",""10 [7-13]"""
"Bosnia_and_Herzegovina; 1996,""24 [18-32]"",""10 [8-14]"""
"Bosnia_and_Herzegovina; 1995,""24 [16-35]"",""9 [6-14]"""
"Bosnia_and_Herzegovina; 1994,""30 [20-43]"",""13 [9-19]"""
"Bosnia_and_Herzegovina; 1993,""27 [19-38]"",""13 [9-19]"""
"Bosnia_and_Herzegovina; 1992,""37 [27-52]"",""24 [17-34]"""
"Bosnia_and_Herzegovina; 1991,""33 [26-41]"",""22 [18-27]"""
"Bosnia_and_Herzegovina; 1990,""33 [27-41]"",""22 [18-28]"""
"Bosnia_and_Herzegovina; 1989,""37 [30-46]"",""25 [21-31]"""
"Bosnia_and_Herzegovina; 1988,""37 [30-46]"",""26 [21-33]"""
"Bosnia_and_Herzegovina; 1987,""38 [31-48]"",""28 [23-35]"""
"Bosnia_and_Herzegovina; 1986,""39 [31-50]"",""29 [23-37]"""
"Bosnia_and_Herzegovina; 1985,""47 [37-62]"",""36 [28-47]"""
"Botswana; 2020,""186 [151-230]"",""115 [94-142]"""
"Botswana; 2019,""118 [101-138]"",""73 [63-86]"""
"Botswana; 2018,""162 [140-188]"",""101 [87-116]"""
"Botswana; 2017,""108 [94-122]"",""67 [58-76]"""
"Botswana; 2016,""134 [119-151]"",""82 [73-92]"""
"Botswana; 2015,""184 [164-207]"",""112 [100-127]"""
"Botswana; 2014,""179 [160-200]"",""109 [97-122]"""
"Botswana; 2013,""142 [128-159]"",""85 [77-95]"""
"Botswana; 2012,""260 [228-298]"",""156 [137-179]"""
"Botswana; 2011,""226 [197-260]"",""133 [116-153]"""
"Botswana; 2010,""156 [138-177]"",""90 [80-102]"""
"Botswana; 2009,""185 [163-213]"",""107 [94-123]"""
"Botswana; 2008,""222 [191-257]"",""126 [109-147]"""
"Botswana; 2007,""216 [186-251]"",""121 [104-140]"""
"Botswana; 2006,""213 [183-248]"",""117 [101-136]"""
"Botswana; 2005,""201 [172-237]"",""109 [93-128]"""
"Botswana; 2004,""196 [168-232]"",""102 [88-121]"""
"Botswana; 2003,""184 [159-219]"",""94 [81-112]"""
"Botswana; 2002,""174 [150-208]"",""89 [77-106]"""
"Botswana; 2001,""184 [157-221]"",""94 [80-113]"""
"Botswana; 2000,""182 [153-223]"",""91 [76-111]"""
"Botswana; 1999,""177 [146-222]"",""87 [72-109]"""
"Botswana; 1998,""173 [140-223]"",""83 [67-107]"""
"Botswana; 1997,""172 [135-227]"",""81 [64-107]"""
"Botswana; 1996,""184 [141-248]"",""87 [66-117]"""
"Botswana; 1995,""181 [135-251]"",""87 [65-120]"""
"Botswana; 1994,""198 [144-280]"",""95 [69-134]"""
"Botswana; 1993,""204 [143-294]"",""98 [69-141]"""
"Botswana; 1992,""224 [154-328]"",""105 [72-154]"""
"Botswana; 1991,""228 [154-342]"",""105 [71-157]"""
"Botswana; 1990,""235 [156-361]"",""108 [72-166]"""
"Botswana; 1989,""226 [145-358]"",""104 [67-164]"""
"Botswana; 1988,""235 [146-383]"",""108 [67-176]"""
"Botswana; 1987,""221 [132-369]"",""101 [61-170]"""
"Botswana; 1986,""227 [131-386]"",""104 [60-177]"""
"Botswana; 1985,""229 [128-405]"",""103 [58-182]"""
"Brazil; 2020,""72 [57-93]"",""2 011 [1 578-2 589]"""
"Brazil; 2019,""61 [55-66]"",""1 753 [1 601-1 917]"""
"Brazil; 2018,""59 [56-62]"",""1 758 [1 670-1 855]"""
"Brazil; 2017,""60 [58-61]"",""1 762 [1 718-1 807]"""
"Brazil; 2016,""63 [61-64]"",""1 822 [1 781-1 862]"""
"Brazil; 2015,""62 [61-64]"",""1 879 [1 838-1 921]"""
"Brazil; 2014,""62 [61-64]"",""1 870 [1 829-1 913]"""
"Brazil; 2013,""61 [60-62]"",""1 804 [1 763-1 843]"""
"Brazil; 2012,""57 [56-58]"",""1 699 [1 661-1 739]"""
"Brazil; 2011,""62 [61-63]"",""1 879 [1 837-1 923]"""
"Brazil; 2010,""64 [62-65]"",""1 942 [1 900-1 985]"""
"Brazil; 2009,""68 [66-70]"",""2 077 [2 026-2 128]"""
"Brazil; 2008,""70 [67-74]"",""2 165 [2 072-2 271]"""
"Brazil; 2007,""72 [68-76]"",""2 249 [2 126-2 382]"""
"Brazil; 2006,""71 [68-75]"",""2 270 [2 171-2 382]"""
"Brazil; 2005,""70 [68-72]"",""2 266 [2 208-2 325]"""
"Brazil; 2004,""70 [66-73]"",""2 273 [2 163-2 388]"""
"Brazil; 2003,""69 [64-73]"",""2 244 [2 098-2 394]"""
"Brazil; 2002,""72 [67-77]"",""2 426 [2 258-2 589]"""
"Brazil; 2001,""68 [64-71]"",""2 332 [2 212-2 449]"""
"Brazil; 2000,""68 [67-70]"",""2 386 [2 326-2 446]"""
"Brazil; 1999,""74 [70-78]"",""2 628 [2 484-2 783]"""
"Brazil; 1998,""90 [82-99]"",""3 240 [2 964-3 554]"""
"Brazil; 1997,""100 [89-112]"",""3 603 [3 220-4 068]"""
"Brazil; 1996,""110 [96-127]"",""3 992 [3 481-4 588]"""
"Brazil; 1995,""121 [103-142]"",""4 419 [3 768-5 182]"""
"Brazil; 1994,""147 [122-175]"",""5 332 [4 435-6 379]"""
"Brazil; 1993,""159 [128-195]"",""5 796 [4 685-7 122]"""
"Brazil; 1992,""170 [134-212]"",""6 184 [4 881-7 724]"""
"Brazil; 1991,""176 [135-226]"",""6 503 [4 989-8 365]"""
"Brazil; 1990,""194 [145-256]"",""7 274 [5 425-9 585]"""
"Brazil; 1989,""198 [143-272]"",""7 530 [5 424-10 313]"""
